Latitude,Longitude,Country,Extreme Annual Mean Min Dry Bulb Temperature,Extreme Annual Standard Deviation Min Dry Bulb Temperature,20-Year Return Period Extreme Min Dry Bulb Temperature,50-Year Return Period Extreme Min Dry Bulb Temperature
17.483,106.6,VNM,11.5,1.7,8.4,7.2
16.402,107.703,VNM,12.9,1.5,10.1,9
16.044,108.199,VNM,13.9,2.8,8.6,6.6
15.133,108.783,VNM,16.4,1.1,14.3,13.5
14.005,108.017,VNM,11.5,1.3,9,8.1
13.767,109.217,VNM,17.2,2.5,12.6,10.8
12.683,108.083,VNM,13.4,2.4,9,7.3
12.25,109.2,VNM,17.7,2.5,13.1,11.4
10.933,108.1,VNM,18.6,1.7,15.4,14.2
11.417,114.333,VNM,N/A,N/A,N/A,N/A
10.819,106.652,VNM,18.1,1.2,15.8,14.9
10,105.083,VNM,20.6,1.1,18.5,17.7
9.183,105.15,VNM,20.6,1.5,17.8,16.7
9.283,103.467,VNM,N/A,N/A,N/A,N/A
10.217,103.967,VNM,19,2.3,14.6,12.9
8.683,106.6,VNM,20.1,2,16.3,14.9
8.65,111.917,VNM,19.9,3,14.3,12.1
17.988,102.563,LAO,N/A,N/A,N/A,N/A
52.967,122.533,CHN,-43.4,2.1,-47.4,-48.9
51.733,126.633,CHN,-39.1,2.8,-44.4,-46.4
50.45,121.7,CHN,-44.3,2.4,-48.7,-50.4
50.25,127.45,CHN,-34.8,2.9,-40.1,-42.2
49.25,119.7,CHN,-37.4,3.2,-43.4,-45.7
49.2,123.717,CHN,-38.4,2.8,-43.7,-45.7
49.167,125.233,CHN,-36.7,3.3,-42.8,-45.2
49.433,127.35,CHN,-36.3,2.9,-41.6,-43.7
48.683,116.817,CHN,-32.5,3.4,-38.8,-41.2
48.767,121.917,CHN,-31.2,2.2,-35.3,-36.9
48.05,125.883,CHN,-33.6,3.8,-40.6,-43.3
47.167,119.933,CHN,-38.7,2.7,-43.8,-45.7
47.24,123.918,CHN,-29.9,3.4,-36.1,-38.6
47.45,126.867,CHN,-32.2,3.1,-37.9,-40.1
47.7,128.833,CHN,-35.9,2.5,-40.5,-42.3
47.233,131.983,CHN,-30.8,2.5,-35.6,-37.4
46.4,123.45,CHN,-28.7,4.2,-36.5,-39.5
46.383,125.317,CHN,-29.9,2.9,-35.4,-37.6
46.317,132.183,CHN,-29.2,3.6,-35.9,-38.6
45.517,116.967,CHN,-33.2,2.5,-37.9,-39.7
45.083,124.867,CHN,-28.1,4.3,-36.2,-39.4
45.933,126.567,CHN,-29.9,3.4,-36.3,-38.7
45.967,128.733,CHN,-34,2.7,-39.1,-41.1
45.217,127.967,CHN,-33.9,3.5,-40.4,-42.9
45.3,130.917,CHN,-26.7,2.4,-31.2,-33
45.767,132.967,CHN,-29.3,2.6,-34.2,-36.2
48.05,86.35,CHN,-30.8,4,-38.2,-41.1
47.733,88.083,CHN,-32.5,3.5,-39.1,-41.7
46.983,89.517,CHN,-35.7,3.7,-42.6,-45.3
46.733,83,CHN,-26.7,2.9,-32.1,-34.2
46.817,85.75,CHN,-25,2.8,-30.2,-32.2
45.6,84.85,CHN,-25.7,3.1,-31.5,-33.8
45.367,90.533,CHN,-27.2,3,-32.9,-35.1
44.567,82.817,CHN,-27.2,3,-32.8,-35
44.017,89.567,CHN,-32.5,2.8,-37.8,-39.8
43.95,81.333,CHN,-24.1,3,-29.6,-31.8
43.783,87.617,CHN,-24,2.4,-28.5,-30.3
43.907,87.474,CHN,-25.8,3,-31.4,-33.6
42.667,86.333,CHN,-19.2,2.2,-23.3,-24.9
43.217,91.733,CHN,-19.6,2.5,-24.3,-26.1
43.033,84.15,CHN,-39.5,3.5,-46,-48.5
42.933,89.2,CHN,-14.3,1.9,-17.8,-19.1
41.717,82.95,CHN,-17.5,3.1,-23.2,-25.5
41.75,86.133,CHN,-16.5,2.5,-21.2,-23.1
39.543,76.02,CHN,-15.2,3,-20.8,-23
40.933,78.45,CHN,-20.1,2.8,-25.2,-27.2
39.8,78.567,CHN,-16.5,2.9,-21.9,-24
40.5,81.05,CHN,-18.7,2.5,-23.4,-25.2
39,83.667,CHN,-25,2.7,-30.1,-32.1
40.633,87.7,CHN,-19.7,1.6,-22.7,-23.8
39.033,88.167,CHN,-17.7,2.2,-21.7,-23.3
38.433,77.267,CHN,-15.5,3.4,-21.9,-24.3
37.617,78.283,CHN,-15.7,2.9,-21.1,-23.2
37.133,79.933,CHN,-13.4,3.3,-19.6,-22
37.067,82.717,CHN,N/A,N/A,N/A,N/A
37.933,83.65,CHN,-20.2,1.4,-22.9,-24
38.15,85.55,CHN,-18.6,2.2,-22.7,-24.4
38.25,90.85,CHN,-21.8,1.6,-24.8,-25.9
36.867,81.7,CHN,-16,3,-21.7,-23.9
43.6,95.133,CHN,-23.7,2.9,-29.2,-31.3
43.267,94.7,CHN,-24.2,2.2,-28.2,-29.8
42.817,93.517,CHN,-22,2.6,-26.8,-28.7
41.95,101.067,CHN,-24,2.7,-29.1,-31.1
41.8,97.033,CHN,-28.3,3.3,-34.4,-36.8
41.367,102.367,CHN,-24.6,2.1,-28.6,-30.1
40.15,94.683,CHN,-21.1,2.8,-26.3,-28.4
40.267,97.033,CHN,-24.2,3.4,-30.5,-33
40.75,104.5,CHN,-26.3,3.2,-32.3,-34.6
39.767,98.483,CHN,-23.2,2.7,-28.3,-30.3
36.515,103.62,CHN,-22,2.7,-27.1,-29
38.833,93.383,CHN,-25.9,2,-29.6,-31.1
38.8,98.417,CHN,N/A,N/A,N/A,N/A
39.083,100.283,CHN,-22.6,2.8,-27.8,-29.9
38.633,103.083,CHN,-21.8,2.5,-26.5,-28.3
37.85,95.367,CHN,-26.3,2.6,-31.1,-33
37.367,97.367,CHN,-22,2.2,-26.1,-27.7
37.333,100.133,CHN,-25,1.8,-28.3,-29.6
37.2,102.867,CHN,-23.5,2.5,-28.2,-30
36.417,94.9,CHN,-19,1.4,-21.7,-22.7
36.3,98.1,CHN,-20.9,2.4,-25.3,-27.1
36.617,101.767,CHN,-20.3,2.2,-24.3,-25.9
36.05,103.883,CHN,-13.8,2.1,-17.7,-19.2
35.217,93.083,CHN,-28.9,2,-32.6,-34
35.583,100.75,CHN,-24.3,1.6,-27.3,-28.5
35.267,100.65,CHN,-29.6,2.6,-34.5,-36.4
35.867,104.15,CHN,-19.7,2.9,-25.2,-27.3
35.383,105,CHN,-19.7,2.5,-24.3,-26.1
43.65,112,CHN,-30.3,2.5,-35.1,-36.9
44.617,114.15,CHN,-33.1,2.3,-37.3,-39
42.533,110.133,CHN,-26.5,2.5,-31.1,-32.9
44.017,114.95,CHN,-33.1,2.3,-37.4,-39.1
41.45,106.383,CHN,-28,2.8,-33.2,-35.2
42.4,112.9,CHN,-27.7,2.1,-31.6,-33.1
41.567,108.517,CHN,-25.2,2.2,-29.2,-30.8
41.7,110.433,CHN,-30.5,2.9,-35.9,-38
41.9,114,CHN,-27.5,2.4,-32,-33.7
40.851,111.824,CHN,-26.1,5.3,-36,-39.8
41.033,113.067,CHN,-25.5,1.8,-28.9,-30.3
40.083,113.417,CHN,-24.2,2.1,-28.1,-29.6
39.783,105.75,CHN,-23.7,2.7,-28.7,-30.6
40.767,107.4,CHN,-21.7,2.8,-26.9,-29
39.1,107.983,CHN,-24.4,2.8,-29.6,-31.6
39.833,109.983,CHN,-22.2,2.3,-26.5,-28.1
39.367,111.217,CHN,-24.3,2.6,-29.1,-31
38.95,113.517,CHN,-28.3,3.5,-34.7,-37.3
39.833,114.567,CHN,-24.3,1.9,-27.9,-29.3
38.483,106.217,CHN,-18.9,2.4,-23.4,-25.2
38.267,109.783,CHN,-23.6,2.7,-28.7,-30.7
38.75,112.7,CHN,-18.8,2.5,-23.4,-25.2
38.067,114.35,CHN,-10.5,2.1,-14.4,-15.9
37.483,105.683,CHN,-18.8,2.9,-24.2,-26.3
37.8,107.383,CHN,-23.1,2.9,-28.6,-30.7
37.5,111.1,CHN,-19.9,2.6,-24.7,-26.6
37.747,112.628,CHN,-18.6,2.1,-22.5,-24
37.067,112.983,CHN,-20,2.2,-24.1,-25.7
37.183,114.367,CHN,-9.6,1.7,-12.7,-13.9
36.6,109.5,CHN,-18.3,2.3,-22.5,-24.2
37.033,111.917,CHN,-17.1,2.2,-21.2,-22.8
36.05,114.133,CHN,-11.3,2.9,-16.6,-18.7
35.55,106.667,CHN,-16,2.1,-19.9,-21.4
35.733,107.633,CHN,-15.2,2.2,-19.2,-20.8
35.167,109.05,CHN,N/A,N/A,N/A,N/A
35.117,111.067,CHN,-11.8,1.8,-15.2,-16.6
35.483,112.4,CHN,-13.5,2,-17.2,-18.6
44.583,117.6,CHN,-33.2,3.2,-39.2,-41.5
44.567,120.9,CHN,-22.4,2.7,-27.4,-29.3
43.983,119.4,CHN,-24.7,3,-30.4,-32.6
44.25,123.967,CHN,-27,3.2,-33,-35.4
44.5,129.667,CHN,-28.3,3,-33.9,-36
44.383,131.15,CHN,-27.4,2.6,-32.2,-34.1
43.95,116.117,CHN,-31.7,2.4,-36.2,-38
43.633,118.033,CHN,-26.1,2.6,-31,-32.9
43.6,122.267,CHN,-24.4,3.1,-30.1,-32.4
43.183,124.333,CHN,-25.7,2.7,-30.8,-32.7
43.996,125.681,CHN,-28.2,3.6,-35,-37.7
45.623,126.25,CHN,-34.1,4.6,-42.6,-45.9
43.367,128.2,CHN,-28.8,2.7,-33.8,-35.7
42.183,116.467,CHN,-31.3,3.1,-37.1,-39.3
42.3,118.833,CHN,-22.6,2.3,-26.9,-28.6
42.333,120.7,CHN,-22.7,2.4,-27.2,-29
42.417,122.533,CHN,-24.4,3.3,-30.6,-33
42.067,124.867,CHN,-29.3,2.5,-33.9,-35.7
42.983,126.75,CHN,-34.1,3,-39.7,-41.9
42.883,129.5,CHN,-24.1,2.4,-28.5,-30.3
41.2,116.633,CHN,-22.8,1.9,-26.3,-27.7
41.933,117.75,CHN,-24.3,2.7,-29.3,-31.3
41.55,120.45,CHN,-21.3,3.4,-27.6,-30.1
41.133,121.117,CHN,-17.5,2.7,-22.5,-24.5
41.733,123.517,CHN,-25.6,2.9,-31.1,-33.2
41.64,123.483,CHN,-27.4,3.3,-33.5,-35.9
41.317,123.783,CHN,-25.3,3.1,-31.1,-33.4
41.8,126.88,CHN,-28.1,2.3,-32.3,-34
41.15,126.217,CHN,-23.9,2.2,-28,-29.5
41.417,128.183,CHN,-30.4,2.4,-34.9,-36.6
40.783,114.883,CHN,-19.6,2.4,-24.1,-25.9
40.417,115.5,CHN,-17.7,2.2,-21.8,-23.4
40.967,117.917,CHN,-20.9,2.6,-25.8,-27.7
40.4,118.95,CHN,-19.9,2.5,-24.6,-26.4
40.667,122.2,CHN,-19.2,3.2,-25.1,-27.5
40.717,124.783,CHN,-24.8,2.9,-30.2,-32.3
40.05,124.333,CHN,-18.7,2.8,-23.9,-25.9
40.08,116.585,CHN,-14.2,2.6,-19.1,-21
39.1,117.167,CHN,-13.1,2.2,-17.1,-18.7
39.124,117.346,CHN,-13.3,2.1,-17.2,-18.7
39.65,118.1,CHN,-15.6,3.2,-21.5,-23.9
39.433,118.9,CHN,-14.8,2.5,-19.4,-21.2
39.05,123.217,CHN,N/A,N/A,N/A,N/A
38.733,115.483,CHN,-12.6,2.4,-17.2,-18.9
38.333,116.833,CHN,-12.2,2.7,-17.3,-19.2
38.083,116.55,CHN,-13.5,2.1,-17.4,-18.9
38.966,121.539,CHN,-14.4,2.4,-18.9,-20.7
37.433,116.317,CHN,-10.8,1.4,-13.5,-14.5
37.333,116.567,CHN,-14.6,2.9,-20,-22.1
37.5,117.533,CHN,-12.9,2.3,-17.1,-18.8
37.933,120.717,CHN,-8.2,1.9,-11.8,-13.2
37.617,120.317,CHN,-9.8,1.7,-12.9,-14.1
37.4,122.683,CHN,-7.9,2.3,-12.1,-13.8
36.233,115.667,CHN,-13.3,2.9,-18.7,-20.8
36.683,116.983,CHN,-10.9,2.1,-14.8,-16.3
36.256,117.105,CHN,-20.1,1.9,-23.7,-25.1
36.183,118.15,CHN,-13.1,1.8,-16.4,-17.7
36.767,119.183,CHN,-13.4,1.9,-17,-18.3
36.266,120.374,CHN,-11.3,2,-15,-16.5
36.767,121.167,CHN,-10.7,1.5,-13.5,-14.6
35.25,115.433,CHN,-10.5,2.8,-15.8,-17.8
35.083,115.517,CHN,-11.6,1.9,-15.2,-16.5
35.567,116.85,CHN,-11.9,1.5,-14.8,-15.9
35.25,117.95,CHN,-10.7,1.6,-13.6,-14.7
35.05,118.35,CHN,-9.2,2.1,-13.2,-14.7
35.433,119.533,CHN,-9.1,1.5,-11.8,-12.9
32.5,80.083,CHN,-26.8,3.4,-33.1,-35.6
31.367,90.017,CHN,-24.6,2.2,-28.7,-30.3
31.483,92.067,CHN,-26,2,-29.9,-31.4
30.95,88.633,CHN,-23.9,2.2,-28.1,-29.7
29.25,88.883,CHN,-17.2,1.4,-19.8,-20.8
29.667,91.133,CHN,-11.5,1.6,-14.4,-15.6
28.633,87.083,CHN,-21,1.7,-24.2,-25.4
28.417,92.467,CHN,-16.8,1.6,-19.7,-20.8
27.733,89.083,CHN,-22.2,2.4,-26.6,-28.3
34.217,92.433,CHN,-30.7,3.2,-36.6,-38.9
32.9,95.3,CHN,-25.4,2.9,-30.9,-33
34.133,95.783,CHN,-28.6,1.8,-31.9,-33.2
33.017,97.017,CHN,-21.3,2.5,-25.9,-27.8
34.917,98.217,CHN,-30,2.2,-34.1,-35.6
33.75,99.65,CHN,-28.6,1.8,-32,-33.3
34.733,101.6,CHN,-30.8,2.2,-35,-36.6
33.583,102.967,CHN,-25.3,1.6,-28.4,-29.6
35,102.9,CHN,-23.6,2.3,-27.8,-29.4
33.4,104.917,CHN,-4.9,1.5,-7.7,-8.7
31.883,93.783,CHN,-22.8,2.8,-28,-30.1
31.417,95.6,CHN,-18.5,1.6,-21.4,-22.6
31.15,97.167,CHN,-15,1.1,-16.9,-17.7
31.733,98.567,CHN,-14.1,1.3,-16.5,-17.5
31.617,100,CHN,-17.5,2,-21.2,-22.7
32.283,100.333,CHN,-26.5,1.4,-29.1,-30.1
30.983,101.117,CHN,-14.8,1.4,-17.5,-18.5
31.9,102.23,CHN,-13,1,-15,-15.8
32.667,103.6,CHN,-16.3,1.3,-18.7,-19.6
30.75,103.867,CHN,-2.9,1,-4.8,-5.6
32.417,104.517,CHN,-3.9,1.9,-7.5,-8.9
31.45,104.733,CHN,-1.8,1.2,-3.9,-4.8
30,99.1,CHN,-7.7,1.1,-9.7,-10.4
30,100.267,CHN,-19.4,3,-25,-27.1
29.983,103,CHN,-0.1,1,-2,-2.7
30.579,103.947,CHN,-1.5,1,-3.4,-4.1
29.567,94.467,CHN,-10,1.5,-12.7,-13.8
29.05,100.3,CHN,-17.8,1.6,-20.8,-21.9
30.05,101.967,CHN,-10.8,1.6,-13.8,-14.9
29.517,103.333,CHN,-14.8,1.8,-18.3,-19.6
28.45,98.883,CHN,-10.4,1.6,-13.5,-14.7
29,101.5,CHN,-10.1,1,-12,-12.8
28.8,104.6,CHN,1.4,1.3,-1.1,-2
27.9,102.267,CHN,-0.3,1.1,-2.3,-3.1
27.333,103.75,CHN,-6.1,1.3,-8.5,-9.4
26.833,100.467,CHN,-4.2,1.2,-6.5,-7.4
26.65,102.25,CHN,-2.6,0.8,-4.1,-4.7
26.4,103.25,CHN,-5.2,1.9,-8.7,-10.1
26.867,104.283,CHN,-7.7,1.8,-11,-12.3
24.983,98.5,CHN,-0.1,0.6,-1.2,-1.6
25.117,99.183,CHN,0,1.1,-2.1,-2.9
25.7,100.183,CHN,-0.6,1.3,-3,-4
25.733,101.867,CHN,2.4,1.5,-0.4,-1.5
25.017,101.517,CHN,-0.3,1,-2.1,-2.8
24.992,102.744,CHN,-1.8,1.7,-5,-6.2
25.583,103.833,CHN,-3.3,1.5,-6.2,-7.3
24,97.85,CHN,4.8,1.2,2.6,1.7
24.533,103.767,CHN,-2.8,1.7,-6.1,-7.3
23.567,99.083,CHN,6,1.1,3.9,3.1
23.55,99.4,CHN,1.5,1.2,-0.7,-1.5
23.89,100.09,CHN,1.9,1.3,-0.5,-1.4
22.567,99.933,CHN,2.9,1.9,-0.7,-2.1
22,100.783,CHN,7.5,1.9,3.9,2.5
22.767,100.983,CHN,4.2,1.6,1.3,0.2
23.6,101.983,CHN,6.3,2.1,2.2,0.7
21.5,101.583,CHN,7.2,1.7,4,2.8
22.617,101.817,CHN,4.1,1.9,0.6,-0.8
23.383,103.383,CHN,2.1,2.1,-1.8,-3.4
34.583,105.75,CHN,-11.2,2.2,-15.3,-16.9
34.57,105.87,CHN,-13.5,1.4,-16.2,-17.3
34.35,107.133,CHN,-9.5,2.3,-13.8,-15.5
34.517,107.383,CHN,-11.4,2.1,-15.3,-16.8
34.447,108.752,CHN,-11.1,2.7,-16.1,-18
34.483,110.083,CHN,-18.4,2.2,-22.6,-24.2
34.083,111.067,CHN,-12.5,2.1,-16.3,-17.8
34.817,112.433,CHN,-9.2,2.1,-13.1,-14.7
34.52,113.841,CHN,-9.5,2.3,-13.8,-15.5
33.067,107.033,CHN,-4.7,1.3,-7.1,-8.1
34.433,108.967,CHN,-8.6,1.8,-11.9,-13.2
33.1,112.483,CHN,-7.9,2.5,-12.6,-14.5
33.783,114.517,CHN,-9.3,2.4,-13.9,-15.6
32.067,108.033,CHN,-4.9,1.4,-7.5,-8.5
32.717,109.033,CHN,-4.8,1.5,-7.7,-8.8
32.033,110.767,CHN,-7.3,1.8,-10.7,-12.1
32.433,111.733,CHN,-5.9,1.8,-9.3,-10.6
32.15,112.667,CHN,-6.4,1.7,-9.5,-10.7
32.933,113.917,CHN,-9.2,3.1,-14.9,-17.1
32.133,114.05,CHN,-7.6,2.2,-11.8,-13.4
31.583,105.967,CHN,-1,1.2,-3.3,-4.2
31.2,107.5,CHN,-0.8,1.2,-3,-3.9
31.017,109.533,CHN,-0.5,1.7,-3.6,-4.8
31.167,112.567,CHN,-4.5,1.4,-7.1,-8.1
31.133,114.95,CHN,-6,2.1,-9.9,-11.4
30.8,106.083,CHN,-0.5,1.4,-3.1,-4.2
30.683,107.8,CHN,-2,1.1,-4.1,-5
30.283,109.467,CHN,-2.1,1.1,-4.2,-5
30.733,111.367,CHN,-2.5,1,-4.4,-5.2
30.333,112.183,CHN,-3.7,1.3,-6.2,-7.2
30.784,114.208,CHN,-4.8,1.9,-8.2,-9.6
18.303,109.412,CHN,11.5,1.4,9,8
29.583,105.05,CHN,0.6,0.9,-1,-1.7
29.719,106.642,CHN,0.3,1.3,-2.1,-3
29.4,110.167,CHN,-2.8,1.3,-5.3,-6.2
29.383,113.083,CHN,-2.4,1.4,-5,-6
29.033,114.583,CHN,-5.3,1.7,-8.5,-9.7
28.883,105.433,CHN,1.8,1.4,-0.7,-1.8
28.783,105.383,CHN,1,0.8,-0.6,-1.2
28.833,108.767,CHN,-3.9,2.1,-7.9,-9.4
28.467,110.4,CHN,-2.2,1.2,-4.4,-5.3
29.05,111.683,CHN,-2.6,1.5,-5.5,-6.6
28.117,112.783,CHN,-3.4,2.4,-7.9,-9.7
27.3,105.233,CHN,-4.2,1.3,-6.6,-7.5
27.7,106.883,CHN,-2.2,1.1,-4.2,-5
27.95,108.25,CHN,-0.1,1.1,-2.2,-3
27.45,109.683,CHN,-3.2,1.5,-6,-7.1
27.183,111.45,CHN,-3.2,1.7,-6.5,-7.7
27.3,112.7,CHN,-10.1,1.9,-13.7,-15.1
27.8,114.383,CHN,-3.2,1.5,-6.1,-7.2
27.117,114.967,CHN,-2.2,1.5,-5,-6.1
26.539,106.801,CHN,-3.6,1.7,-6.8,-8.1
26.967,108.667,CHN,-4.4,1.3,-6.8,-7.7
26.167,109.783,CHN,-3.4,1,-5.3,-6.1
26.733,110.633,CHN,-3.1,1.8,-6.4,-7.7
26.233,111.617,CHN,-2,1.4,-4.6,-5.6
25.433,105.183,CHN,-1.9,1,-3.8,-4.5
25.433,106.767,CHN,0.9,1.1,-1.1,-1.9
25.833,107.55,CHN,-3.7,1.4,-6.4,-7.5
25.967,108.533,CHN,-0.4,1.1,-2.5,-3.3
25.218,110.039,CHN,-0.9,1.1,-3,-3.8
25.8,113.033,CHN,-2,1.2,-4.1,-5
25.85,114.95,CHN,-1.2,0.9,-2.9,-3.6
34.283,117.15,CHN,-9.2,2.1,-13.1,-14.7
34.85,119.133,CHN,-9.4,2,-13.1,-14.5
33.783,115.733,CHN,-9.6,2.5,-14.3,-16.1
33.633,118.933,CHN,-7.9,1.7,-11.1,-12.3
33.6,119.033,CHN,-9.4,2.6,-14.2,-16.1
33.75,120.3,CHN,-7.8,1.5,-10.6,-11.7
32.867,115.733,CHN,-9.4,2.3,-13.6,-15.3
32.167,115.617,CHN,-7.2,2.2,-11.2,-12.8
32.85,117.3,CHN,-7.8,2.1,-11.7,-13.2
31.742,118.862,CHN,-7.4,1.9,-11,-12.4
32.85,120.283,CHN,-6.8,1.4,-9.3,-10.3
32.067,121.6,CHN,-4.9,1.4,-7.5,-8.5
31.4,116.333,CHN,-7.8,1.8,-11,-12.3
31.78,117.298,CHN,-7.4,2.3,-11.8,-13.5
31.143,121.805,CHN,-4.6,1.3,-7.1,-8.1
31.15,118.583,CHN,-5.7,1.9,-9.2,-10.6
31.433,119.483,CHN,-5.8,2.2,-9.8,-11.3
31.4,121.467,CHN,-3.9,1.2,-6.2,-7.1
31.198,121.336,CHN,-5,1.4,-7.6,-8.7
30.617,116.967,CHN,-4,1.6,-7,-8.2
30.135,118.163,CHN,-15.9,2.4,-20.3,-22
30.35,119.417,CHN,-14.9,1.9,-18.5,-19.9
30.228,120.432,CHN,-4.5,1.6,-7.6,-8.8
30.733,122.45,CHN,-2.2,1.8,-5.6,-7
30.717,122.817,CHN,-2,1.6,-5,-6.2
30.033,122.117,CHN,-2.6,1.2,-4.9,-5.8
29.583,115.983,CHN,-11.4,2,-15.1,-16.6
29.3,117.2,CHN,-3.8,1.6,-6.7,-7.9
29.6,120.817,CHN,-4.9,1.4,-7.5,-8.5
29.2,121.95,CHN,-2.9,1.4,-5.6,-6.7
28.865,115.9,CHN,-2.7,1.9,-6.1,-7.5
28.967,118.867,CHN,-4,1.6,-7,-8.2
28.45,119.917,CHN,-3.4,1.4,-6,-7
28.817,120.917,CHN,-13.7,1.5,-16.6,-17.7
28.017,120.667,CHN,-0.7,1.2,-3.1,-4
28.85,121.133,CHN,-2.5,1.2,-4.7,-5.6
28.45,121.883,CHN,-0.6,1.3,-3,-4
27.583,116.65,CHN,-3.4,1.8,-6.7,-8
27.333,117.467,CHN,-4.3,1.5,-7.1,-8.2
27.95,117.833,CHN,-10.2,1.4,-12.8,-13.9
27.767,118.033,CHN,-3.8,2.6,-8.6,-10.5
27.917,118.533,CHN,-4.3,1.2,-6.6,-7.4
27.783,120.65,CHN,-0.5,1,-2.4,-3.1
27.333,120.2,CHN,-1.5,1.2,-3.7,-4.6
27.467,121.05,CHN,0.5,1.8,-2.8,-4.1
26.85,116.333,CHN,-3.5,1.7,-6.8,-8
26.633,118.15,CHN,-0.5,1.5,-3.3,-4.3
25.935,119.663,CHN,2.4,1.4,-0.2,-1.2
26.167,119.933,TWN,N/A,N/A,N/A,N/A
27,120.7,CHN,1.5,1.7,-1.7,-2.9
25.85,116.367,CHN,-3.5,1.5,-6.4,-7.5
25.967,117.35,CHN,-1.3,1.4,-3.9,-4.9
25.3,117.4,CHN,-0.9,1.5,-3.7,-4.7
25.1,117.017,CHN,-0.1,1.7,-3.3,-4.6
25.717,118.1,CHN,-7.9,1.9,-11.4,-12.7
25.517,119.783,CHN,4.8,1.9,1.2,-0.2
25.633,122.067,TWN,7.1,1.2,4.9,4
24.067,105.067,CHN,-1,1.4,-3.7,-4.7
24.7,108.05,CHN,2.7,1.2,0.4,-0.5
24.35,109.4,CHN,2,1.5,-0.7,-1.8
24.2,110.517,CHN,0.3,1,-1.7,-2.4
24.8,112.367,CHN,-0.7,1.2,-3,-3.8
24.667,113.6,CHN,-0.2,1.3,-2.7,-3.6
23.883,113.517,CHN,1.7,1.1,-0.3,-1.1
24.367,114.483,CHN,0.4,1,-1.6,-2.3
24.95,115.65,CHN,-1.9,1.4,-4.5,-5.5
24.283,116.067,CHN,1.2,1.5,-1.6,-2.7
24.544,118.128,CHN,4.5,1.3,2.1,1.2
24.15,120.683,TWN,7.8,1.5,5,3.9
23.3,105.95,CHN,0.9,1.6,-2.2,-3.4
23.9,106.6,CHN,3.9,1.2,1.7,0.8
23.4,110.083,CHN,3.7,1.4,1.2,0.2
23.483,111.3,CHN,1.7,1.3,-0.8,-1.7
23.05,112.467,CHN,4.8,1.2,2.5,1.6
23.392,113.299,CHN,3.3,1.5,0.6,-0.5
28.189,113.22,CHN,-4.5,1.1,-6.5,-7.3
23.8,114.733,CHN,2.3,1.3,-0.1,-1.1
23.4,116.683,CHN,4.4,1.5,1.5,0.4
23,120.217,TWN,9.1,1.3,6.7,5.7
22.367,106.75,CHN,3.7,1.8,0.4,-0.9
22.608,108.172,CHN,2.1,1.6,-0.9,-2.1
22.35,110.933,CHN,4.7,1.5,1.9,0.8
22.639,113.811,CHN,5.2,1.7,2,0.8
22.783,115.367,CHN,5.8,1.5,2.9,1.8
22,120.75,TWN,14.4,1.8,11.1,9.8
22.75,121.15,TWN,12.4,0.9,10.7,10
22.037,121.559,TWN,12.9,1,11.1,10.4
21.95,108.617,CHN,4.7,1.8,1.4,0.1
21.483,109.1,CHN,5,1.6,2.1,1
21.217,110.4,CHN,6.3,1.4,3.7,2.7
21.867,111.967,CHN,5.7,1.4,3.1,2.1
21.733,112.767,CHN,6.6,1.5,3.8,2.7
20,110.25,CHN,9.3,1.3,6.8,5.8
20.667,116.717,TWN,15,2.3,10.6,8.9
19.1,108.617,CHN,10.7,1.2,8.5,7.6
19.517,109.583,CHN,8,1.4,5.5,4.5
19.233,110.467,CHN,9.4,1.9,5.8,4.4
18.217,109.583,CHN,12.8,2.2,8.8,7.2
16.833,112.333,CHN,19.4,1.4,16.9,15.9
16.533,111.617,CHN,19.2,1.3,16.7,15.8
10.383,114.367,TWN,19.1,2.9,13.7,11.7
28.45,-16.25,ESP,11.1,2.4,6.6,4.9
28.044,-16.572,ESP,11.6,0.9,9.8,9.2
27.932,-15.387,ESP,12,1.1,10,9.2
27.152,-13.219,ESH,7,2.6,2.2,0.3
28.945,-13.605,ESP,11.3,0.8,9.9,9.3
35.727,-5.917,MAR,1.6,2,-2,-3.4
35.177,-3.84,MAR,3.8,2.3,-0.5,-2.2
34.787,-1.924,MAR,-1.2,1.7,-4.4,-5.6
34.217,-4,MAR,0.5,2.1,-3.4,-4.9
34.051,-6.752,MAR,2.3,1.8,-1,-2.3
33.927,-4.978,MAR,-1.7,1.8,-5,-6.3
33.879,-5.515,MAR,-0.2,1.8,-3.5,-4.8
33.557,-7.66,MAR,4.5,2,0.9,-0.5
33.367,-7.59,MAR,0.9,1.6,-2.2,-3.4
32.283,-9.233,MAR,3.9,1.6,1,-0.2
32.367,-6.4,MAR,-0.6,1.5,-3.5,-4.6
32.683,-4.733,MAR,-4.3,2,-7.9,-9.4
31.948,-4.398,MAR,-1.3,1.9,-4.8,-6.2
31.398,-9.682,MAR,N/A,N/A,N/A,N/A
31.607,-8.036,MAR,1.5,1.8,-1.9,-3.2
30.381,-9.546,MAR,2.1,1,0.2,-0.6
30.325,-9.413,MAR,2.4,1.5,-0.4,-1.5
30.939,-6.909,MAR,-2,1.7,-5.2,-6.5
35.594,-5.32,MAR,3.4,2.1,-0.5,-2
34.983,-3.017,MAR,1.7,1.8,-1.7,-3.1
36.795,5.874,DZA,3.4,0.9,1.9,1.2
36.933,6.95,DZA,4.5,1.5,1.6,0.5
36.822,7.809,DZA,1.3,1.3,-1.1,-2
